X, Y, Z, Xdot, Ydot, Zdot, vx, vy, Reward, h, v
-5.349411675052785, -2.0187789467778514, -6.220547866821278, -3.0, 0.5, -3.9407033920288086, -3.9407033920288086, -0.0034681903198361397
-5.1196429625420725, -1.9104762806052302, -12.197021102905268, 3.0, 0.5, -4.32665491104126, -4.32665491104126, -0.0034681903198361397
-5.106340297696904, -1.620873824812199, -20.684399795532215, -3.0, 0.6499431848526, -4.019852161407471, -4.019852161407471, -0.024536442011594772
-5.405614035167554, -1.4395988651896316, -28.96513557434082, 2.8450672149658205, 0.7999431848526001, -4.250250816345215, -4.250250816345215, -0.017082739621400833
-5.792405758798524, -1.5092714878633229, -37.46472969055176, -3.0, 0.9499431848526001, -4.473842144012451, -4.473842144012451, -0.07140231877565384
-5.783432280273763, -1.2338687586201609, -45.960859298706055, -3.0, 1.0999431848526, -4.915699481964111, -4.915699481964111, -0.0525318942964077
-5.759939987048098, -1.4945442774987254, -54.46008796691895, -3.0, 1.2499431848526, -4.9747772216796875, -4.9747772216796875, -0.09767427295446396
-6.197473689195911, -1.4561995885612982, -62.96001930236817, -3.0, 1.3999431848525998, -4.907262802124023, -4.907262802124023, -0.06735063344240189
-6.137735662550631, -1.2417002641359192, -71.46001014709474, -3.0, 1.5, -5.294260025024414, -5.294260025024414, -0.0673627108335495
-6.242724825943452, -1.5383044188403363, -79.96000785827637, -3.0, 1.5, -5.252074241638184, -5.252074241638184, -0.09742368757724762
-6.656656480412837, -1.395685760281741, -88.46000785827637, -3.0, 1.5, -5.287659645080566, -5.287659645080566, -0.061982374638319016
-6.533887322048281, -1.2707978655717582, -96.96000785827637, -3.0, 1.5, -5.702521800994873, -5.702521800994873, -0.07064903527498245
-6.748376227620465, -1.5637845223636708, -105.46000785827637, -3.0, 1.5, -5.613851070404053, -5.613851070404053, -0.10912680625915527
-7.093499208493877, -1.3359095076405243, -113.96000785827637, -3.0, 1.5, -5.741174221038818, -5.741174221038818, -0.0472441092133522
-6.94407758897542, -1.3172897932242391, -122.46000785827637, -3.0, 1.5, -6.1260247230529785, -6.1260247230529785, -0.08491626381874084
-7.2594653658445605, -1.56758338735378, -130.96000785827636, -3.0, 1.5, -5.977478504180908, -5.977478504180908, -0.11414662003517151
-7.509756164895409, -1.2848436561065737, -139.46000785827636, -3.0, 1.5, -6.194567680358887, -6.194567680358887, -0.03026885911822319
-7.373615878509503, -1.3749754291224856, -147.96000785827636, -3.0, 1.5, -6.484924793243408, -6.484924793243408, -0.15487584471702576
-7.767844795942574, -1.5491943600383604, -156.46000785827636, -3.0, 1.5, -6.304088115692139, -6.304088115692139, -0.10887151211500168
-7.909927651779405, -1.2492988468536854, -164.96000785827636, -3.0, 1.5, -6.635671138763428, -6.635671138763428, -0.013261818327009678
-7.825231164389335, -1.4361612529357064, -173.46000785827636, -3.0, 1.5, -6.8152995109558105, -6.8152995109558105, -0.213954895734787
-7.820988510669934, -1.693472744660419, 178.03999214172364, -3.0, 1.5, -6.639288425445557, -6.639288425445557, -0.09692295640707016
-8.205681148763265, -1.5066055040193895, -173.46002845764156, 3.0, 1.5, -6.83611536026001, -6.83611536026001, -0.012639731168746948
-8.201443795529977, -1.7639201729902623, 178.03997154235844, -3.0, 1.5, -6.825145244598389, -6.825145244598389, -0.24737372994422913
-8.586131443645973, -1.5770466654463022, -173.46005516052242, 3.0, 1.5, -7.191937446594238, -7.191937446594238, -0.0034681903198361397
-8.581900961510621, -1.8343654529071036, 178.03994483947758, -3.0, 1.5, -7.186488628387451, -7.186488628387451, -0.21278543770313263
-8.966582336274834, -1.6474840671599416, -173.46008872985834, 3.0, 1.5, -7.547713756561279, -7.547713756561279, -0.0034681903198361397
-8.9623604922472, -1.9048080318906206, 178.03991127014166, -3.0, 1.5, -7.547834396362305, -7.547834396362305, -0.1792144477367401
-9.347033739776123, -1.7179164406024376, -173.46013221740714, 3.0, 1.5, -7.910362720489502, -7.910362720489502, -0.0034681903198361397
-9.342823086282786, -1.9752471118197605, 178.03986778259286, -3.0, 1.5, -7.9085774421691895, -7.9085774421691895, -0.14298830926418304
-9.727485924599057, -1.788342450793471, -173.4601879119872, 3.0, 1.5, -8.274641990661621, -8.274641990661621, -0.0034681903198361397
-9.723289603268553, -2.0456817103092706, 178.0398120880128, -3.0, 1.5, -8.284947395324707, -8.284947395324707, -0.13292858004570007
-10.107939036869027, -1.858760220611117, -173.46025962829577, 3.0, 1.5, -8.63955020904541, -8.63955020904541, -0.0034681903198361397
-10.103761171356787, -2.1161105378560925, 178.03974037170423, -3.0, 1.5, -8.661336898803711, -8.661336898803711, -0.13338294625282288
-10.488393490800386, -1.9291675661440821, -173.46035118103015, 3.0, 1.5, -9.005887985229492, -9.005887985229492, -0.0034681903198361397
-10.4842391870595, -2.186531997715663, 178.03964881896985, -3.0, 1.5, -9.037328720092773, -9.037328720092773, -0.12966297566890717
-10.868849397806422, -1.9995612807215695, -173.46046943664538, 3.0, 1.5, -9.371252059936523, -9.371252059936523, -0.0034681903198361397
-10.864725529932537, -2.2569439401055953, 178.03953056335462, -3.0, 1.5, -9.408329963684082, -9.408329963684082, -0.1260315626859665
-11.249307065806313, -2.0699372476395235, -173.46062278747547, 3.0, 1.5, -9.73763656616211, -9.73763656616211, -0.0034681903198361397
-11.245222669588967, -2.327343539020165, 178.03937721252453, -3.0, 1.5, -9.779909133911133, -9.779909133911133, -0.12179326266050339
-11.629767533534258, -2.1402908544714387, -173.46081886291495, 3.0, 1.5, -10.105777740478516, -10.105777740478516, -0.0034681903198361397
-11.625733611330226, -2.3977273530695244, 178.03918113708505, -3.0, 1.5, -10.151917457580566, -10.151917457580566, -0.11793874204158783
-12.01023194460288, -2.2106163387161533, -173.46106758117668, 3.0, 1.5, -10.474449157714844, -10.474449157714844, -0.0034681903198361397
-12.006262056320955, -2.468091140400612, 178.03893241882332, -3.0, 1.5, -10.52090835571289, -10.52090835571289, -0.11412307620048523
